tsid,dataset,lat,lon,archive_type,seasonality,value_6ka,uncertainty
M2L7vpov9ueP,Irvin.Cushing.1982,47.1400,266.3600,temp12k,annual,1.0833,4.4100
PYTV6QSJN0Y,Isbenttjonn.Seppa.2009,59.7700,7.4300,temp12k,summerOnly,1.1350,4.0000
PYT8O5BE482,Jake.Kerwin.2005,63.6700,294.8500,temp12k,summerOnly,0.2389,4.0000
WEB3c95e135,JamesRossIsland.Mulvaney.2012,-64.2017,302.3150,temp12k,annual,0.6061,4.4100
WEB222fb2bd,JinchueanBog.Yu.2013,42.3300,126.3700,temp12k,summerOnly,-0.9973,4.4100
PYTFYIETUXB,JM01-1199.Hald.2007,71.9900,14.3600,temp12k,summerOnly,-0.0619,1.6900
PYT43820D4M,JM96-1207.Solignac.2013,68.1000,330.6500,temp12k,summer+,0.5695,2.8900
PYTGAQBO3C8,JM96-1207.Solignac.2013,68.1000,330.6500,temp12k,annual,-0.2409,1.4400
WEB387ae876,JPC42.Caniupan.2014,-49.9170,285.6170,temp12k,summerOnly,1.6495,
WEB32a51a83,JPC67.Bertrand.2017,-54.3199,290.5368,temp12k,annual,0.3431,2.8900
PYT6CZBVE1E,JR01.Fortin.2017,69.9000,264.9300,temp12k,summerOnly,0.5988,4.0000
RhF20RCQseU,JR01Chironomid.Fortin.2017,69.9000,264.9300,temp12k,summerOnly,1.6352,1.9600
T2L_JR244_GC528_uk37_SST_from_uk37,JR244_GC528.Roberts.2016,-53.0130,301.9595,temp12k,annual,1.9435,2.8900
T2L_JR51GC_35_uk37_SST_from_uk37,JR51GC_35.Bendle.2007,66.5996,342.4234,temp12k,winterOnly,-0.4137,
PYT0P81RJWL,K2.Fallu.2005,58.7347,294.0658,temp12k,summerOnly,1.0542,1.9600
R8B6XMR2wGH,Kansjon.EPD,57.6300,14.5300,temp12k,winter+,4.9663,9.0000
RwoxLw4fCEO,Kansjon.EPD,57.6300,14.5300,temp12k,annual,2.9815,4.4100
RQ4WWK5V6cO,Kansjon.EPD,57.6300,14.5300,temp12k,summer+,0.9967,4.0000
RoeuHmxH1bK,KardashinskiSwamp.Kremenetski.1995,46.5200,32.6200,temp12k,winter+,-2.9954,9.0000
R1qHmKcT6AU,KardashinskiSwamp.Kremenetski.1995,46.5200,32.6200,temp12k,annual,-3.2126,4.4100
R66BSHlK8bK,KardashinskiSwamp.Kremenetski.1995,46.5200,32.6200,temp12k,summer+,-3.4297,4.0000
R6leKSiRv4J,Karujarv.EPD,58.3800,22.2000,temp12k,winter+,3.4769,9.0000
RDGYulsMSkK,Karujarv.EPD,58.3800,22.2000,temp12k,annual,2.6669,4.4100
RKBX4bUUNXi,Karujarv.EPD,58.3800,22.2000,temp12k,summer+,1.8569,4.0000
M2Lut2rpqe2P,Keele.Szeicz.1995,64.1700,232.3800,temp12k,summer+,0.4167,4.0000
M2L0bknlm1hP,Keele.Szeicz.1995,64.1700,232.3800,temp12k,winter+,0.3550,9.0000
M2Lhapfah89P,Keele.Szeicz.1995,64.1700,232.3800,temp12k,annual,0.5578,4.4100
M2Lzfhpb40oP,Kenosee.Porter.1992,49.8200,257.7000,temp12k,summer+,3.9711,4.0000
M2Lers6pgmkP,Kenosee.Porter.1992,49.8200,257.7000,temp12k,winter+,3.6632,9.0000
M2L0pm7wjobP,Kenosee.Porter.1992,49.8200,257.7000,temp12k,annual,3.4184,4.4100
M2L54ah2uwsP,KeystoneIronbog.Fall.1985,38.8700,252.9700,temp12k,summer+,-2.0639,4.0000
M2Lynyi720vP,KeystoneIronbog.Fall.1985,38.8700,252.9700,temp12k,winter+,-2.0806,9.0000
M2L8o4qa5uuP,KeystoneIronbog.Fall.1985,38.8700,252.9700,temp12k,annual,-2.2335,4.4100
R3kXLCnhtdi,Kharinei.Jones.2011,67.3628,62.7507,temp12k,summerOnly,0.1228,1.9600
RchrJSmu2H9,Khatanga-12Lake.Syrykh.2017,73.0000,102.0000,temp12k,summerOnly,-1.5486,1.9600
PYTT5VJ1IP1,Kinnshaugen.Seppa.2009,62.0200,10.3700,temp12k,summerOnly,0.9101,4.0000
RHTI56Pxs41,Klotjaernen.Pollen.Sweden,61.8211,16.4044,temp12k,winterOnly,7.2123,9.0000
PYT4160KEY4,klotjarnen.Seppa.2009,61.8211,16.4044,temp12k,annual,2.7511,4.4100
T2L_KNR159_5_36GGC_d18o_ruber_SST_from_d18o_ruber,KNR159_5_36GGC.Carlson.2008,-27.5267,314.4667,temp12k,annual,-0.7077,4.4100
T2L_KNR159_JPC26_mgca_ruber_lato_SST_from_mgca_ruber_lato,KNR159_JPC26.Antonarakou.2015,26.3740,267.9730,temp12k,annual,0.4030,3.6100
T2L_KNR159_JPC26_mgca_ruber_stricto_SST_from_mgca_ruber_stricto,KNR159_JPC26.Antonarakou.2015,26.3740,267.9730,temp12k,annual,0.8488,3.6100
T2L_KNR159_JPC26_d18o_ruber_lato_SST_from_d18o_ruber_lato,KNR159_JPC26.Antonarakou.2015,26.3740,267.9730,temp12k,annual,3.5488,4.4100
T2L_KNR159_JPC26_d18o_ruber_stricto_SST_from_d18o_ruber_stricto,KNR159_JPC26.Antonarakou.2015,26.3740,267.9730,temp12k,annual,2.1090,4.4100
T2L_KNR166_14_11JPC_d18o_bulloides_SST_from_d18o_bulloides,KNR166_14_11JPC.Elmore.2015,56.2333,332.3500,temp12k,annual,1.6953,4.4100
T2L_KNR166_14_11JPC_d18o_pachyderma_SST_from_d18o_pachyderma,KNR166_14_11JPC.Elmore.2015,56.2333,332.3500,temp12k,annual,-0.2140,4.4100
T2L_KNR166_JPC26_mgca_ruber_SST_from_mgca_ruber,KNR166_JPC26.Schmidt.2011,24.3267,276.7476,temp12k,annual,-0.0552,3.6100
T2L_KNR166_JPC51_mgca_ruber_SST_from_mgca_ruber,KNR166_JPC51.Schmidt.2012,24.4117,276.7810,temp12k,annual,0.7204,3.6100
T2L_KNR166_JPC51_d18o_ruber_SST_from_d18o_ruber,KNR166_JPC51.Schmidt.2012,24.4117,276.7810,temp12k,annual,0.0579,4.4100
T2L_KNR195_5_CDH23_uk37_SST_from_uk37,KNR195_5_CDH23.Bova.2015,-3.7492,278.8658,temp12k,annual,0.9180,2.8900
T2L_KNR195_5_CDH26_uk37_SST_from_uk37,KNR195_5_CDH26.Bova.2015,-3.9860,278.6913,temp12k,annual,0.5370,2.8900
WEB3b80ddb0,Komosomolskaia.Ciais.1992,-74.0830,97.4833,temp12k,annual,-0.2282,4.4100
RyQ74Z7GxTJ,Koucha.Herzschuh.2009,34.0000,97.2000,temp12k,summerOnly,0.4455,4.0000
PYTRUXBRWZ0,KP2.Seppa.2009,68.8000,35.3200,temp12k,summerOnly,0.2316,4.0000
RGx72to7BAg,KR02Chironomid.Fortin.2010,71.3400,246.2200,temp12k,summerOnly,0.2892,1.9600
R1jYCQVBlaV,KR02Pollen.Peros.2008,71.3400,246.2200,temp12k,summerOnly,0.7226,4.0000
RWShShxDbGs_SST_from_Uk37,KT05_7_PC_02.Kawahata.2009,41.0000,140.7667,temp12k,summerOnly,0.4370,
NAm2kHydro240,Kurupa.Boldt.2015,68.3500,205.3900,temp12k,summerOnly,-0.9030,4.4100
T2L_KY07_04_PC1_mgca_ruber_SST_from_mgca_ruber,KY07_04_PC1.Kubota.2010,31.6300,128.9500,temp12k,annual,0.3431,3.6100
RvoC7ZDCwNh,Kyutyunda.Biskaborn.2016,69.6285,123.6481,temp12k,summerOnly,2.5611,4.0000
RYyDb1URhtN,KZAI_01.Hardy.2018,-5.7000,11.2300,temp12k,annual,0.0585,1.4400
RiOWDR3HWB7,LacAurelie.Bajolle.2018,50.4200,285.7703,temp12k,summerOnly,0.7460,1.9600
M2Li82rc0jwP,LacColin.Mott.1977,46.7200,289.7000,temp12k,summer+,0.9950,4.0000
M2Lcv4kjg1oP,LacColin.Mott.1977,46.7200,289.7000,temp12k,winter+,1.2928,9.0000
M2L1vo2cyx4P,LacColin.Mott.1977,46.7200,289.7000,temp12k,annual,1.1921,4.4100
RaVpoBekUwg,LacduSommet.Hausmann.2011,47.7167,289.3333,temp12k,summerOnly,-0.0786,1.9600
M2Luaqav9ebP,LacGras.King.1986,52.2500,292.9300,temp12k,summer+,-0.9425,4.0000
M2L0jqncy8xP,LacGras.King.1986,52.2500,292.9300,temp12k,winter+,6.6404,9.0000
M2Lpztrlwi8P,LacGras.King.1986,52.2500,292.9300,temp12k,annual,2.7410,4.4100
M2Lixgup1qxP,LacLeonard.Labelle.1984,49.2100,294.1900,temp12k,summer+,6.8640,4.0000
M2L9cizxjmnP,LacLeonard.Labelle.1984,49.2100,294.1900,temp12k,winter+,8.3196,9.0000
M2L58bvkgafP,LacLeonard.Labelle.1984,49.2100,294.1900,temp12k,annual,8.4935,4.4100
M2L7wjxj9y7P,LacMartyne.McAndrews.NA,56.7800,295.1700,temp12k,summer+,0.6285,4.0000
M2L49huske3P,LacMartyne.McAndrews.NA,56.7800,295.1700,temp12k,winter+,-0.7012,9.0000
M2L5ds3b810P,LacMartyne.McAndrews.NA,56.7800,295.1700,temp12k,annual,0.0407,4.4100
M2L5mytb4knP,LacMeleze.MacDonald.1987,65.2200,233.8800,temp12k,summer+,0.0772,4.0000
M2L8o5wvg1qP,LacMeleze.MacDonald.1987,65.2200,233.8800,temp12k,winter+,2.0987,9.0000
M2Lzztaq4rxP,LacMeleze.MacDonald.1987,65.2200,233.8800,temp12k,annual,1.1612,4.4100
M2Ld31qvuutP,LacPatricia.McAndrews.1983,56.6700,295.3200,temp12k,summer+,-0.3215,4.0000
M2Lsa570nfbP,LacPatricia.McAndrews.1983,56.6700,295.3200,temp12k,winter+,-0.4221,9.0000
M2Lueezxtn4P,LacPatricia.McAndrews.1983,56.6700,295.3200,temp12k,annual,-0.4070,4.4100
M2L1r5knjoqP,LacPetel.King.1986,50.5500,293.7300,temp12k,summer+,1.7604,4.0000
M2Lwc89q3x6P,LacPetel.King.1986,50.5500,293.7300,temp12k,winter+,-0.2481,9.0000
M2LzelduliwP,LacPetel.King.1986,50.5500,293.7300,temp12k,annual,0.3139,4.4100
M2Leunkc5cxP,Ladd.Shane.1993,41.4200,275.2500,temp12k,summer+,0.1246,4.0000
M2Lwal2lj65P,Ladd.Shane.1993,41.4200,275.2500,temp12k,winter+,0.1481,9.0000
M2Lvbzbn35sP,Ladd.Shane.1993,41.4200,275.2500,temp12k,annual,0.1421,4.4100
RfT4VtxaNnX,LagodeAjo.Allen.1996,43.0500,353.8500,temp12k,winter+,2.2682,9.0000
RnvZu677M4a,LagodeAjo.Allen.1996,43.0500,353.8500,temp12k,annual,1.6249,4.4100
RjHNII78ViO,LagodeAjo.Allen.1996,43.0500,353.8500,temp12k,summer+,0.9817,4.0000
LPD6e0eacd1,LagoDellAccesa.Finsinger.2010,42.9888,10.8972,temp12k,winterOnly,0.1171,9.0000
Ry7X6BBn8Ko,LagoMoreno.Markgraf.2002,-41.0583,288.4833,temp12k,summer+,0.5263,4.0000
RwTmo8nvdZo,LagoMoreno.Markgraf.2002,-41.0583,288.4833,temp12k,winter+,-0.5406,9.0000
R7eBhCUMOfI,LagoMoreno.Markgraf.2002,-41.0583,288.4833,temp12k,annual,-0.0072,4.4100
LPD91355717,LagoVerdarolo.Samartin.2011,44.3600,10.1200,temp12k,summerOnly,1.2841,1.9600
RhOOuR9AepG,LagunaChaplin.Punyasena.2008,-14.4667,298.9333,temp12k,annual,0.7718,4.4100
Rt6fvQB2WTI,LagunaSaladaChiprana.EPD,41.2300,359.8300,temp12k,winter+,-4.1384,9.0000
Ry6Y07LUJSe,LagunaSaladaChiprana.EPD,41.2300,359.8300,temp12k,annual,-3.9443,4.4100
RZsK5OW5Hsc,LagunaSaladaChiprana.EPD,41.2300,359.8300,temp12k,summer+,-3.7501,4.0000
RoXFsXAQiB2,Laihalampi.Giesecke.2008,61.4833,26.0833,temp12k,winter+,3.8679,9.0000
PYTEE34B0H5,Laihalampi.Heikkila.2003,61.4800,26.0700,temp12k,annual,1.6520,4.4100
RV7ogSkZbOS,LakeLyadhej-To.Andreev.2005,68.2600,65.8000,temp12k,summerOnly,0.7880,1.9600
R05eeEJNPBo,LakeoftheWoods.Palmer.2002,49.0500,239.8167,temp12k,summerOnly,0.9968,1.9600
R6miF3Chdmb,LakeStowell.Lemmen.2018,48.7833,236.5555,temp12k,summerOnly,-0.4490,1.9600
R3CvZBuTHNk,LaPAS_KF02.Pivel.2013,-25.8400,314.8000,temp12k,annual,0.7617,1.6900
PYTNG9UXJDL,Lapland.Helama.2009,69.0000,25.0000,temp12k,summerOnly,-0.0583,4.4100
LPD7abab671,LawDome.Dahl-Jensen.1999,-66.7697,112.8069,temp12k,annual,1.5071,4.4100
M2Ly6fk2hmxP,LB1.Gajewski.1993,57.9200,284.3800,temp12k,summer+,-0.0908,4.0000
M2L6ghuwiloP,LB1.Gajewski.1993,57.9200,284.3800,temp12k,winter+,-0.0831,9.0000
M2L5rhw5bdkP,LB1.Gajewski.1993,57.9200,284.3800,temp12k,annual,-0.0520,4.4100
RUDCXsWTNc9,Lednica-1.Makohonienko.1991,52.5600,17.3900,temp12k,winter+,5.4093,9.0000
RF4G8wwNMQV,Lednica-1.Makohonienko.1991,52.5600,17.3900,temp12k,annual,3.5495,4.4100
R6856UmenVm,Lednica-1.Makohonienko.1991,52.5600,17.3900,temp12k,summer+,1.6898,4.0000
R2n5O5CHMEz,Lednica-2.Litt.1991,52.5600,17.3900,temp12k,winter+,5.0126,9.0000
RoNOJ66CLPP,Lednica-2.Litt.1991,52.5600,17.3900,temp12k,annual,3.9969,4.4100
RKCjHAWGmip,Lednica-2.Litt.1991,52.5600,17.3900,temp12k,summer+,2.9811,4.0000
RCmXR6uucj2,LeFourneau.Barbier.1999,48.4400,359.8100,temp12k,winter+,1.6110,9.0000
R4mXoPSZA1W,LeFourneau.Barbier.1999,48.4400,359.8100,temp12k,annual,1.6586,4.4100
RTQQouf7pz5,LeFourneau.Barbier.1999,48.4400,359.8100,temp12k,summer+,1.7063,4.0000
RnShJ5892qX,LeGrandLemps.Clerc.1988,45.4700,5.4200,temp12k,winter+,-1.0205,9.0000
RExuZVVrYKW,LeGrandLemps.Clerc.1988,45.4700,5.4200,temp12k,annual,-0.3606,4.4100
RbWXJcmXeTN,LeGrandLemps.Clerc.1988,45.4700,5.4200,temp12k,summer+,0.2993,4.0000
R8dqe2udYAi,LifebuoyLake.Solivieva.2015,59.1099,163.1524,temp12k,summerOnly,0.1344,1.9600
Rv7Rb7TWtL1,LiivjarveBog.Koff.1989,59.2200,27.5800,temp12k,winter+,-1.4869,9.0000
Rb55CRDFnYw,LiivjarveBog.Koff.1989,59.2200,27.5800,temp12k,annual,-0.2456,4.4100
RAnvzUrwEM2,LiivjarveBog.Koff.1989,59.2200,27.5800,temp12k,summer+,0.9956,4.0000
PYT4RL17XGB,Liltlvatn.Seppa.2009,68.5200,14.8700,temp12k,summerOnly,0.4292,4.0000
PYTZAK3QLN0,Lily.Cwynar.1990,59.2026,224.6047,temp12k,winter+,1.3212,9.0000
WEB39251bbc,Lily.Cwynar.1990,59.2026,224.6047,temp12k,summer+,0.0345,4.0000
R9f2mFSr7nU,Lily.Cwynar.1990,59.2026,224.6047,temp12k,annual,0.6778,4.4100
M2L4dq6gc5iP,Little.Whitlock.1995,44.1700,236.4200,temp12k,summer+,0.0218,4.0000
M2Le1i1npbzP,Little.Whitlock.1995,44.1700,236.4200,temp12k,winter+,0.4481,9.0000
M2Ldfq1l29fP,Little.Whitlock.1995,44.1700,236.4200,temp12k,annual,0.2462,4.4100
M2L5npp4dw6P,LittleBass.Swain.NA,47.2900,266.4000,temp12k,summer+,1.1172,4.0000
M2Lry7p3qglP,LittleBass.Swain.NA,47.2900,266.4000,temp12k,winter+,0.7157,9.0000
M2Lx02nyks5P,LittleBass.Swain.NA,47.2900,266.4000,temp12k,annual,1.0051,4.4100
R6flsIy8fhS,LittleLochRoag.Birks.1979,58.1300,353.1200,temp12k,winter+,-1.8381,9.0000
Rs47zWqnTxZ,LittleLochRoag.Birks.1979,58.1300,353.1200,temp12k,annual,-1.4058,4.4100
RmFXFMHxVmB,LittleLochRoag.Birks.1979,58.1300,353.1200,temp12k,summer+,-0.9736,4.0000
WEBd03dcf34,LittlePondRoyalston.Marsicek.2013,42.6800,287.8100,temp12k,summer+,0.8789,4.0000
WEB4be1aff2,LittlePondRoyalston.Marsicek.2013,42.6800,287.8100,temp12k,winter+,0.7178,9.0000
WEBb9192769,LittlePondRoyalston.Marsicek.2013,42.6800,287.8100,temp12k,annual,1.2378,4.4100
Rz1sYNeOKel,Llet-T.liranta.2015,66.5200,59.3000,temp12k,summerOnly,0.7025,4.0000
PYTP8LM4UJJ,LO09-14.Berner.2008,58.9383,339.5917,temp12k,summerOnly,0.1777,1.2100
RzuL2Y5RNzX,Lobsigensee.Ammann.1985,47.0300,7.3000,temp12k,winter+,-0.9585,9.0000
R5MwieDquqJ,Lobsigensee.Ammann.1985,47.0300,7.3000,temp12k,annual,-0.9273,4.4100
RpHOpWJr2mw,Lobsigensee.Ammann.1985,47.0300,7.3000,temp12k,summer+,-0.8961,4.0000
R7q4fzGNoZ6,Lochnagar30.Dalton.2005,56.9600,356.7704,temp12k,summerOnly,-0.3417,1.9600
M2Lg25dpklhP,LoneFoxLake.MacDonald.1985,56.7200,240.2800,temp12k,summer+,-1.3152,4.0000
M2L6qbln98nP,LoneFoxLake.MacDonald.1985,56.7200,240.2800,temp12k,winter+,0.0098,9.0000
M2Lvvf8aywtP,LoneFoxLake.MacDonald.1985,56.7200,240.2800,temp12k,annual,-0.9199,4.4100
RZT20l77VUd,Longwoods.Wilmshurst.2007,-46.2300,167.8300,temp12k,annual,1.0881,4.4100
M2Lf9bpim6mP,LoonPond.Jacobson.Ja,45.0300,291.8000,temp12k,summer+,0.5774,4.0000
M2LlenyshucP,LoonPond.Jacobson.Ja,45.0300,291.8000,temp12k,winter+,1.0736,9.0000
M2L2wsvlds8P,LoonPond.Jacobson.Ja,45.0300,291.8000,temp12k,annual,0.7712,4.4100
M2Lh2rwmljaP,LostLake_MI.Brubaker.1975,46.7200,272.0300,temp12k,summer+,1.4008,4.0000
M2Lqr52aoj9P,LostLake_MI.Brubaker.1975,46.7200,272.0300,temp12k,winter+,1.0158,9.0000
M2L64f6irzrP,LostLake_MI.Brubaker.1975,46.7200,272.0300,temp12k,annual,1.2785,4.4100
RWleajAEFwY,LoughMeenachrinna.Taylor.2018,54.7282,351.3206,temp12k,summerOnly,-0.3615,1.9600
M2Lb8uhg25jP,LouisePond.Mathewes.1994,52.9500,228.2400,temp12k,summer+,0.0400,4.0000
M2Ll12txmw7P,LouisePond.Mathewes.1994,52.9500,228.2400,temp12k,winter+,0.2512,9.0000
M2Lx8d4iupqP,LouisePond.Mathewes.1994,52.9500,228.2400,temp12k,annual,0.1346,4.4100
PYT7ZDYFS88,LR01.Gajewski.1993,58.5800,284.7500,temp12k,winter+,2.7701,9.0000
PYTC38VBYRL,LR01.Gajewski.1993,58.5800,284.7500,temp12k,summer+,2.1566,4.0000
M2Lotb6jbylP,LR1.Gajewski.1993,58.5830,284.7500,temp12k,summer+,-0.0816,4.0000
M2L49808xevP,LR1.Gajewski.1993,58.5830,284.7500,temp12k,winter+,0.5081,9.0000
M2LkxhxpqjbP,LR1.Gajewski.1993,58.5830,284.7500,temp12k,annual,0.5196,4.4100
M2Lx4f7rbp8P,LR3.Gajewski.1992,58.5800,284.7500,temp12k,summer+,-0.1132,4.0000
M2Lmlhwb0htP,LR3.Gajewski.1992,58.5800,284.7500,temp12k,winter+,0.1368,9.0000
M2Llq9tn1s2P,LR3.Gajewski.1992,58.5800,284.7500,temp12k,annual,0.1069,4.4100
Rna4qZwnJYz,Luganskoe.Kvavadze.1994,43.7300,40.6900,temp12k,winter+,0.1287,9.0000
RhtixIQMGTd,Luganskoe.Kvavadze.1994,43.7300,40.6900,temp12k,annual,1.4571,4.4100
RZnOUS5BScv,Luganskoe.Kvavadze.1994,43.7300,40.6900,temp12k,summer+,2.7855,4.0000
T2L_LV29_114_3_mgca_pachyderma_SST_from_mgca_pachyderma,LV29_114_3.Riethdorf.2013,49.3757,152.8779,temp12k,annual,-0.1932,3.6100
T2L_LV29_114_3_uk37_SST_from_uk37,LV29_114_3.Riethdorf.2013,49.3757,152.8779,temp12k,summerOnly,1.2632,
T2L_LV29_114_3_d18o_pachyderma_SST_from_d18o_pachyderma,LV29_114_3.Riethdorf.2013,49.3757,152.8779,temp12k,annual,0.3703,4.4100
PYTS7QT9329,Lyadhej-To.Andreev.2005,68.2600,65.8000,temp12k,summerOnly,0.7880,4.0000
M2L4h603qtyP,Lynn.Nichols.1967,56.8400,258.9600,temp12k,summer+,-0.9400,4.0000
M2L8fvxct35P,Lynn.Nichols.1967,56.8400,258.9600,temp12k,winter+,-6.4348,9.0000
M2Lwm503978P,Lynn.Nichols.1967,56.8400,258.9600,temp12k,annual,-3.8836,4.4100
T2L_M135_004_3_uk37_SST_from_uk37,M135_004_3.Salvatteci.2019,-17.4100,288.2597,temp12k,annual,-0.1363,2.8900
T2L_M135_005_3_uk37_SST_from_uk37,M135_005_3.Salvatteci.2019,-17.4205,288.2310,temp12k,annual,-0.1318,2.8900
T2L_M35003_4_uk37_SST_from_uk37,M35003_4.R_hlemann.1999,12.0897,298.7563,temp12k,annual,-1.2231,2.8900
T2L_M35003_4_d18o_ruber_pink_SST_from_d18o_ruber_pink,M35003_4.R_hlemann.1999,12.0897,298.7563,temp12k,annual,-0.5190,4.4100
RuZd3euHEp0,M35003_4.R_hlemann.1999,12.0897,298.7563,temp12k,winter+,0.3296,1.6900
RtKEt5VqIb4,M35003_4.R_hlemann.1999,12.0897,298.7563,temp12k,summer+,0.0501,1.9600
WEB4565226e,M35003_4.R_hlemann.1999,12.0897,298.7563,temp12k,annual,0.1899,
T2L_M39008_3_uk37_SST_from_uk37,M39008_3.Eynaud.2009,36.3800,352.9283,temp12k,annual,0.1254,2.8900
T2L_M39008_3_d18o_bulloides_SST_from_d18o_bulloides,M39008_3.Eynaud.2009,36.3800,352.9283,temp12k,annual,0.2430,4.4100
GBG100dogCow,M40-4-SL78.Emeis.2003,37.0360,13.1900,temp12k,annual,1.7369,2.8900
RULOqqCg75A,M75_3_137_3.Wang.2013,-18.2412,37.8685,temp12k,summerOnly,0.0206,
R1p4PfiUdp8,M75_3_137_3.Wang.2013,-18.2412,37.8685,temp12k,winterOnly,-0.0772,3.6100
T2L_M77_2_003_2_uk37_SST_from_uk37,M77_2_003_2.Salvatteci.2019,-15.1035,284.3120,temp12k,annual,-0.3829,2.8900
T2L_M77_2_024_5_uk37_SST_from_uk37,M77_2_024_5.Salvatteci.2019,-11.0835,281.9848,temp12k,annual,-0.1977,2.8900
T2L_M77_2_029_3_uk37_SST_from_uk37,M77_2_029_3.Salvatteci.2019,-9.2950,280.3815,temp12k,annual,1.0442,2.8900
RwsnEN3SLKp_SST_from_planktic0x2Ed18O,M77_2_056_5.Neurnberg.2015,-3.7498,278.8753,temp12k,annual,0.4283,
RsGueF5Ezuc_SST_from_planktic0x2EMgCa,M77_2_056_5.Neurnberg.2015,-3.7498,278.8753,temp12k,annual,-1.1780,
RIgJVtRWivz,M77_2_059_1.N_rnberg.2015,-3.9502,278.6795,temp12k,winterOnly,-0.2880,3.6100
RbIuRfn9Vxz_SST_from_Uk37,M77_2_059_1.N_rnberg.2015,-3.9502,278.6795,temp12k,annual,0.6045,
WEB3ca1b65e,Mackenzie.Woltering.2014,-25.4475,153.0533,temp12k,annual,1.4374,4.4100
WEB91c558e3,Malawi.Johnson.2016,-11.2939,34.4372,temp12k,annual,0.4909,4.4100
R0jtRdNLrpx,MaleshevskaBog.Tonkov.1992,41.7000,23.0300,temp12k,winter+,-0.7365,9.0000
RToKsaJznWU,MaleshevskaBog.Tonkov.1992,41.7000,23.0300,temp12k,annual,-0.6308,4.4100
RHBa9EoJKyU,MaleshevskaBog.Tonkov.1992,41.7000,23.0300,temp12k,summer+,-0.5251,4.0000
WEB7014bceb,Mansell.Shuman.2016,45.0400,291.2700,temp12k,summer+,0.6371,4.0000
WEBf671079c,Mansell.Shuman.2016,45.0400,291.2700,temp12k,winter+,0.1824,9.0000
WEBa58bb1ff,Mansell.Shuman.2016,45.0400,291.2700,temp12k,annual,0.7283,4.4100
GH8784f3d0,MD01-2444.Martrat.2007,37.5650,349.8660,temp12k,annual,0.6550,2.8900
LPD801dea7f,MD01-2446.Salguero.2014,39.0558,347.3760,temp12k,summerOnly,1.2431,1.6900
T2L_MD01_2378_mgca_ruber_SST_from_mgca_ruber,MD01_2378.Xu.2008,-13.0825,121.7880,temp12k,annual,0.2925,3.6100
T2L_MD01_2378_d18o_ruber_SST_from_d18o_ruber,MD01_2378.Xu.2008,-13.0825,121.7880,temp12k,annual,0.6762,4.4100
T2L_MD01_2390_mgca_ruber_lato_SST_from_mgca_ruber_lato,MD01_2390.Steinke.2008,6.6353,113.4090,temp12k,annual,0.5770,3.6100
T2L_MD01_2390_d18o_ruber_SST_from_d18o_ruber,MD01_2390.Steinke.2008,6.6353,113.4090,temp12k,annual,-0.0836,4.4100
T2L_MD01_2412_uk37_SST_from_uk37,MD01_2412.Harada.2006,44.5275,145.0040,temp12k,annual,-0.8312,2.8900
T2L_MD01_2421_uk37_SST_from_uk37,MD01_2421.Isono.2009,36.0330,141.7830,temp12k,annual,1.3659,2.8900
T2L_MD01_2421_d18o_bulloides_SST_from_d18o_bulloides,MD01_2421.Isono.2009,36.0330,141.7830,temp12k,annual,0.9488,4.4100
T2L_MD02_2503_d18o_bulloides_SST_from_d18o_bulloides,MD02_2503.Hill.2006,34.3862,239.9635,temp12k,annual,-0.2160,4.4100
T2L_MD02_2575_mgca_ruber_SST_from_mgca_ruber,MD02_2575BAY.Ziegler.2008,29.0017,272.8812,temp12k,annual,0.1753,3.6100
T2L_MD02_2575_d18o_ruber_SST_from_d18o_ruber,MD02_2575BAY.Ziegler.2008,29.0017,272.8812,temp12k,annual,-0.6096,4.4100
T2L_MD02_2594_mgca_ruber_SST_from_mgca_ruber,MD02_2594.Dyez.2014,-34.7100,17.3380,temp12k,summerOnly,-2.7653,3.6100
T2L_MD02_2594_d18o_ruber_SST_from_d18o_ruber,MD02_2594.Dyez.2014,-34.7100,17.3380,temp12k,annual,-0.1620,4.4100
PYTQF21HJNC,MD03-2601.Kim.2012,-66.0512,138.5572,temp12k,annual,1.5524,8.4100
RbLKw0ooED9,MD03_2607-Assemblage.LopesdosSantos.2013,-36.9607,137.4065,temp12k,annual,0.3537,1.6900
T2L_MD03_2607_uk37_SST_from_uk37,MD03_2607.LopesdosSantos.2013,-36.9607,137.4065,temp12k,annual,0.4881,2.8900
T2L_MD03_2607_tex86_SST_from_tex86,MD03_2607.LopesdosSantos.2013,-36.9607,137.4065,temp12k,annual,0.3577,8.4100
T2L_MD03_2611_uk37_SST_from_uk37,MD03_2611.Calvo.2007,-36.7300,136.5500,temp12k,annual,1.7341,2.8900
T2L_MD03_2611_d18o_bulloides_SST_from_d18o_bulloides,MD03_2611.Calvo.2007,-36.7300,136.5500,temp12k,annual,-0.2642,4.4100
T2L_MD03_2699_uk37_SST_from_uk37,MD03_2699.Rodrigues.2010,39.0367,349.3395,temp12k,annual,0.0761,2.8900
T2L_MD03_2707_mgca_ruber_pink_SST_from_mgca_ruber_pink,MD03_2707.Weldeab.2007,2.5019,9.3947,temp12k,annual,2.1306,3.6100
T2L_MD03_2707_d18o_ruber_pink_SST_from_d18o_ruber_pink,MD03_2707.Weldeab.2007,2.5019,9.3947,temp12k,annual,2.8474,4.4100
R89VJHY12Yf_SST_from_planktic0x2EMgCa,MD06_3067.Bolliet.2011,6.5143,126.4977,temp12k,annual,0.8951,
